iid;wave;pid;gender;race;race_o;imp_same_race;imp_same_religion;imp_attr;imp_sinc;imp_intel;imp_fun;imp_amb;imp_shared_interests;self_attr;self_sinc;self_fun;self_intel;self_amb;age_o;age;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;dec;dec_o;match
3;1;20;female;European/Caucasian-American;European/Caucasian-American;8;4;35.00;10.00;35.00;10.00;10.00;0.00;8;9;8;9;8;24;25;100.00;0.00;0.00;0.00;0.00;0.00;3;8;7;8;5;5;8;4;5;7;8;7;7;7;5;8;7;0;0;0
4;1;11;female;European/Caucasian-American;European/Caucasian-American;1;1;20.00;20.00;20.00;20.00;10.00;10.00;7;8;9;7;8;27;23;35.00;20.00;20.00;20.00;0.00;5.00;1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;0;0;0
4;1;12;female;European/Caucasian-American;European/Caucasian-American;1;1;20.00;20.00;20.00;20.00;10.00;10.00;7;8;9;7;8;22;23;60.00;0.00;0.00;40.00;0.00;0.00;1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;0;0;0
4;1;13;female;European/Caucasian-American;Asian/Pacific Islander/Asian-American;1;1;20.00;20.00;20.00;20.00;10.00;10.00;7;8;9;7;8;22;23;19.00;18.00;19.00;18.00;14.00;12.00;1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;0;1;0
4;1;14;female;European/Caucasian-American;European/Caucasian-American;1;1;20.00;20.00;20.00;20.00;10.00;10.00;7;8;9;7;8;23;23;30.00;5.00;15.00;40.00;5.00;5.00;1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;1;1;1
4;1;15;female;European/Caucasian-American;Latino/Hispanic American;1;1;20.00;20.00;20.00;20.00;10.00;10.00;7;8;9;7;8;24;23;30.00;10.00;20.00;10.00;10.00;20.00;1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;0;1;0
4;1;16;female;European/Caucasian-American;European/Caucasian-American;1;1;20.00;20.00;20.00;20.00;10.00;10.00;7;8;9;7;8;25;23;50.00;0.00;30.00;10.00;0.00;10.00;1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;0;1;0
4;1;17;female;European/Caucasian-American;European/Caucasian-American;1;1;20.00;20.00;20.00;20.00;10.00;10.00;7;8;9;7;8;30;23;35.00;15.00;25.00;10.00;5.00;10.00;1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;0;1;0
4;1;18;female;European/Caucasian-American;European/Caucasian-American;1;1;20.00;20.00;20.00;20.00;10.00;10.00;7;8;9;7;8;27;23;33.33;11.11;11.11;11.11;11.11;22.22;1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;0;0;0
4;1;19;female;European/Caucasian-American;European/Caucasian-American;1;1;20.00;20.00;20.00;20.00;10.00;10.00;7;8;9;7;8;28;23;50.00;0.00;25.00;10.00;0.00;15.00;1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;1;1;1
4;1;20;female;European/Caucasian-American;European/Caucasian-American;1;1;20.00;20.00;20.00;20.00;10.00;10.00;7;8;9;7;8;24;23;100.00;0.00;0.00;0.00;0.00;0.00;1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;1;0;0
5;1;11;female;European/Caucasian-American;European/Caucasian-American;8;1;20.00;5.00;25.00;25.00;10.00;15.00;6;3;6;10;8;27;21;35.00;20.00;20.00;20.00;0.00;5.00;7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;0;0;0
5;1;12;female;European/Caucasian-American;European/Caucasian-American;8;1;20.00;5.00;25.00;25.00;10.00;15.00;6;3;6;10;8;22;21;60.00;0.00;0.00;40.00;0.00;0.00;7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;0;0;0
5;1;13;female;European/Caucasian-American;Asian/Pacific Islander/Asian-American;8;1;20.00;5.00;25.00;25.00;10.00;15.00;6;3;6;10;8;22;21;19.00;18.00;19.00;18.00;14.00;12.00;7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;0;1;0
5;1;14;female;European/Caucasian-American;European/Caucasian-American;8;1;20.00;5.00;25.00;25.00;10.00;15.00;6;3;6;10;8;23;21;30.00;5.00;15.00;40.00;5.00;5.00;7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;1;1;1
5;1;15;female;European/Caucasian-American;Latino/Hispanic American;8;1;20.00;5.00;25.00;25.00;10.00;15.00;6;3;6;10;8;24;21;30.00;10.00;20.00;10.00;10.00;20.00;7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;0;0;0
5;1;16;female;European/Caucasian-American;European/Caucasian-American;8;1;20.00;5.00;25.00;25.00;10.00;15.00;6;3;6;10;8;25;21;50.00;0.00;30.00;10.00;0.00;10.00;7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;1;0;0
5;1;17;female;European/Caucasian-American;European/Caucasian-American;8;1;20.00;5.00;25.00;25.00;10.00;15.00;6;3;6;10;8;30;21;35.00;15.00;25.00;10.00;5.00;10.00;7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;1;0;0
5;1;18;female;European/Caucasian-American;European/Caucasian-American;8;1;20.00;5.00;25.00;25.00;10.00;15.00;6;3;6;10;8;27;21;33.33;11.11;11.11;11.11;11.11;22.22;7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;1;0;0
5;1;19;female;European/Caucasian-American;European/Caucasian-American;8;1;20.00;5.00;25.00;25.00;10.00;15.00;6;3;6;10;8;28;21;50.00;0.00;25.00;10.00;0.00;15.00;7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;1;1;1
5;1;20;female;European/Caucasian-American;European/Caucasian-American;8;1;20.00;5.00;25.00;25.00;10.00;15.00;6;3;6;10;8;24;21;100.00;0.00;0.00;0.00;0.00;0.00;7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;1;0;0
6;1;11;female;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;10.00;25.00;20.00;25.00;5.00;15.00;5;7;8;9;5;27;23;35.00;20.00;20.00;20.00;0.00;5.00;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;1;0;0
6;1;12;female;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;10.00;25.00;20.00;25.00;5.00;15.00;5;7;8;9;5;22;23;60.00;0.00;0.00;40.00;0.00;0.00;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;1;0;0
6;1;13;female;Asian/Pacific Islander/Asian-American;Asian/Pacific Islander/Asian-American;1;1;10.00;25.00;20.00;25.00;5.00;15.00;5;7;8;9;5;22;23;19.00;18.00;19.00;18.00;14.00;12.00;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;0;1;0
6;1;14;female;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;10.00;25.00;20.00;25.00;5.00;15.00;5;7;8;9;5;23;23;30.00;5.00;15.00;40.00;5.00;5.00;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;1;1;1
6;1;15;female;Asian/Pacific Islander/Asian-American;Latino/Hispanic American;1;1;10.00;25.00;20.00;25.00;5.00;15.00;5;7;8;9;5;24;23;30.00;10.00;20.00;10.00;10.00;20.00;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;0;1;0
6;1;16;female;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;10.00;25.00;20.00;25.00;5.00;15.00;5;7;8;9;5;25;23;50.00;0.00;30.00;10.00;0.00;10.00;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;0;1;0
6;1;17;female;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;10.00;25.00;20.00;25.00;5.00;15.00;5;7;8;9;5;30;23;35.00;15.00;25.00;10.00;5.00;10.00;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;1;0;0
6;1;18;female;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;10.00;25.00;20.00;25.00;5.00;15.00;5;7;8;9;5;27;23;33.33;11.11;11.11;11.11;11.11;22.22;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;0;0;0
6;1;19;female;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;10.00;25.00;20.00;25.00;5.00;15.00;5;7;8;9;5;28;23;50.00;0.00;25.00;10.00;0.00;15.00;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;1;1;1
6;1;20;female;Asian/Pacific Islander/Asian-American;European/Caucasian-American;1;1;10.00;25.00;20.00;25.00;5.00;15.00;5;7;8;9;5;24;23;100.00;0.00;0.00;0.00;0.00;0.00;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;1;0;0
7;1;11;female;Asian/Pacific Islander/Asian-American;European/Caucasian-American;2;4;15.00;15.00;25.00;20.00;15.00;10.00;6;6;5;7;7;27;22;35.00;20.00;20.00;20.00;0.00;5.00;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;0;0;0
7;1;12;female;Asian/Pacific Islander/Asian-American;European/Caucasian-American;2;4;15.00;15.00;25.00;20.00;15.00;10.00;6;6;5;7;7;22;22;60.00;0.00;0.00;40.00;0.00;0.00;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;0;1;0
7;1;13;female;Asian/Pacific Islander/Asian-American;Asian/Pacific Islander/Asian-American;2;4;15.00;15.00;25.00;20.00;15.00;10.00;6;6;5;7;7;22;22;19.00;18.00;19.00;18.00;14.00;12.00;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;0;1;0
7;1;14;female;Asian/Pacific Islander/Asian-American;European/Caucasian-American;2;4;15.00;15.00;25.00;20.00;15.00;10.00;6;6;5;7;7;23;22;30.00;5.00;15.00;40.00;5.00;5.00;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;1;1;1
7;1;15;female;Asian/Pacific Islander/Asian-American;Latino/Hispanic American;2;4;15.00;15.00;25.00;20.00;15.00;10.00;6;6;5;7;7;24;22;30.00;10.00;20.00;10.00;10.00;20.00;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;0;1;0
7;1;16;female;Asian/Pacific Islander/Asian-American;European/Caucasian-American;2;4;15.00;15.00;25.00;20.00;15.00;10.00;6;6;5;7;7;25;22;50.00;0.00;30.00;10.00;0.00;10.00;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;0;1;0
7;1;17;female;Asian/Pacific Islander/Asian-American;European/Caucasian-American;2;4;15.00;15.00;25.00;20.00;15.00;10.00;6;6;5;7;7;30;22;35.00;15.00;25.00;10.00;5.00;10.00;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;1;0;0
7;1;18;female;Asian/Pacific Islander/Asian-American;European/Caucasian-American;2;4;15.00;15.00;25.00;20.00;15.00;10.00;6;6;5;7;7;27;22;33.33;11.11;11.11;11.11;11.11;22.22;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;0;1;0
7;1;19;female;Asian/Pacific Islander/Asian-American;European/Caucasian-American;2;4;15.00;15.00;25.00;20.00;15.00;10.00;6;6;5;7;7;28;22;50.00;0.00;25.00;10.00;0.00;15.00;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;1;1;1
7;1;20;female;Asian/Pacific Islander/Asian-American;European/Caucasian-American;2;4;15.00;15.00;25.00;20.00;15.00;10.00;6;6;5;7;7;24;22;100.00;0.00;0.00;0.00;0.00;0.00;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;1;0;0
8;1;11;female;European/Caucasian-American;European/Caucasian-American;1;1;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;27;25;35.00;20.00;20.00;20.00;0.00;5.00;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;1;0;0
8;1;12;female;European/Caucasian-American;European/Caucasian-American;1;1;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;22;25;60.00;0.00;0.00;40.00;0.00;0.00;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;1;1;1
8;1;13;female;European/Caucasian-American;Asian/Pacific Islander/Asian-American;1;1;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;22;25;19.00;18.00;19.00;18.00;14.00;12.00;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;1;1;1
8;1;14;female;European/Caucasian-American;European/Caucasian-American;1;1;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;23;25;30.00;5.00;15.00;40.00;5.00;5.00;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;1;1;1
8;1;15;female;European/Caucasian-American;Latino/Hispanic American;1;1;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;24;25;30.00;10.00;20.00;10.00;10.00;20.00;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;1;1;1
8;1;16;female;European/Caucasian-American;European/Caucasian-American;1;1;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;25;25;50.00;0.00;30.00;10.00;0.00;10.00;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;1;1;1
8;1;17;female;European/Caucasian-American;European/Caucasian-American;1;1;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;30;25;35.00;15.00;25.00;10.00;5.00;10.00;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;1;0;0
8;1;18;female;European/Caucasian-American;European/Caucasian-American;1;1;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;27;25;33.33;11.11;11.11;11.11;11.11;22.22;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;1;1;1
8;1;19;female;European/Caucasian-American;European/Caucasian-American;1;1;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;28;25;50.00;0.00;25.00;10.00;0.00;15.00;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;1;1;1
8;1;20;female;European/Caucasian-American;European/Caucasian-American;1;1;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;24;25;100.00;0.00;0.00;0.00;0.00;0.00;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;1;1;1
9;1;11;female;Other;European/Caucasian-American;1;1;20.00;10.00;20.00;30.00;10.00;10.00;7;6;10;7;7;27;26;35.00;20.00;20.00;20.00;0.00;5.00;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;1;0;0
9;1;12;female;Other;European/Caucasian-American;1;1;20.00;10.00;20.00;30.00;10.00;10.00;7;6;10;7;7;22;26;60.00;0.00;0.00;40.00;0.00;0.00;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;1;1;1
9;1;13;female;Other;Asian/Pacific Islander/Asian-American;1;1;20.00;10.00;20.00;30.00;10.00;10.00;7;6;10;7;7;22;26;19.00;18.00;19.00;18.00;14.00;12.00;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;1;1;1
9;1;14;female;Other;European/Caucasian-American;1;1;20.00;10.00;20.00;30.00;10.00;10.00;7;6;10;7;7;23;26;30.00;5.00;15.00;40.00;5.00;5.00;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;1;1;1
9;1;15;female;Other;Latino/Hispanic American;1;1;20.00;10.00;20.00;30.00;10.00;10.00;7;6;10;7;7;24;26;30.00;10.00;20.00;10.00;10.00;20.00;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;1;1;1
9;1;16;female;Other;European/Caucasian-American;1;1;20.00;10.00;20.00;30.00;10.00;10.00;7;6;10;7;7;25;26;50.00;0.00;30.00;10.00;0.00;10.00;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;1;1;1
9;1;17;female;Other;European/Caucasian-American;1;1;20.00;10.00;20.00;30.00;10.00;10.00;7;6;10;7;7;30;26;35.00;15.00;25.00;10.00;5.00;10.00;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;1;1;1
9;1;18;female;Other;European/Caucasian-American;1;1;20.00;10.00;20.00;30.00;10.00;10.00;7;6;10;7;7;27;26;33.33;11.11;11.11;11.11;11.11;22.22;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;1;0;0
9;1;19;female;Other;European/Caucasian-American;1;1;20.00;10.00;20.00;30.00;10.00;10.00;7;6;10;7;7;28;26;50.00;0.00;25.00;10.00;0.00;15.00;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;1;1;1
9;1;20;female;Other;European/Caucasian-American;1;1;20.00;10.00;20.00;30.00;10.00;10.00;7;6;10;7;7;24;26;100.00;0.00;0.00;0.00;0.00;0.00;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;1;0;0
10;1;11;female;European/Caucasian-American;European/Caucasian-American;4;4;15.00;15.00;15.00;40.00;10.00;5.00;6;8;10;6;9;27;26;35.00;20.00;20.00;20.00;0.00;5.00;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;0;0;0
10;1;12;female;European/Caucasian-American;European/Caucasian-American;4;4;15.00;15.00;15.00;40.00;10.00;5.00;6;8;10;6;9;22;26;60.00;0.00;0.00;40.00;0.00;0.00;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;0;0;0
10;1;13;female;European/Caucasian-American;Asian/Pacific Islander/Asian-American;4;4;15.00;15.00;15.00;40.00;10.00;5.00;6;8;10;6;9;22;26;19.00;18.00;19.00;18.00;14.00;12.00;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;1;1;1
10;1;14;female;European/Caucasian-American;European/Caucasian-American;4;4;15.00;15.00;15.00;40.00;10.00;5.00;6;8;10;6;9;23;26;30.00;5.00;15.00;40.00;5.00;5.00;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;0;1;0
10;1;15;female;European/Caucasian-American;Latino/Hispanic American;4;4;15.00;15.00;15.00;40.00;10.00;5.00;6;8;10;6;9;24;26;30.00;10.00;20.00;10.00;10.00;20.00;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;0;1;0
10;1;16;female;European/Caucasian-American;European/Caucasian-American;4;4;15.00;15.00;15.00;40.00;10.00;5.00;6;8;10;6;9;25;26;50.00;0.00;30.00;10.00;0.00;10.00;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;0;0;0
10;1;17;female;European/Caucasian-American;European/Caucasian-American;4;4;15.00;15.00;15.00;40.00;10.00;5.00;6;8;10;6;9;30;26;35.00;15.00;25.00;10.00;5.00;10.00;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;1;0;0
10;1;18;female;European/Caucasian-American;European/Caucasian-American;4;4;15.00;15.00;15.00;40.00;10.00;5.00;6;8;10;6;9;27;26;33.33;11.11;11.11;11.11;11.11;22.22;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;0;0;0
10;1;19;female;European/Caucasian-American;European/Caucasian-American;4;4;15.00;15.00;15.00;40.00;10.00;5.00;6;8;10;6;9;28;26;50.00;0.00;25.00;10.00;0.00;15.00;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;1;1;1
