iid,pid,wave,gender,age,age_o,race,race_o,same_race,same_religion,imp_same_race,imp_same_rel,field,goal,go_date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,int_corr,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,pf_att,pf_sin,pf_int,pf_fun,pf_amb,pf_sha,attr,sinc,fun,int,amb,exp_happy,like,dec,match
4,19.0,1,Female,23.0,28.0,European/Caucasian-American,European/Caucasian-American,1,0.21649999999999997,1.0,1.0,Law,Seemed like a fun night out,Once a month,Several times a week,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,-0.47,50.0,0.0,25.0,10.0,0.0,15.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,9.0,7.0,8.0,1.0,8.0,1,1
4,20.0,1,Female,23.0,24.0,European/Caucasian-American,European/Caucasian-American,1,0.21649999999999997,1.0,1.0,Law,Seemed like a fun night out,Once a month,Several times a week,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,-0.19,100.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,9.0,7.0,8.0,1.0,10.0,1,0
5,11.0,1,Female,21.0,27.0,European/Caucasian-American,European/Caucasian-American,1,0.21649999999999997,8.0,1.0,Law,To meet new people,Twice a month,Several times a week,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,-0.43,35.0,20.0,20.0,20.0,0.0,5.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,6.0,10.0,8.0,7.0,7.0,0,0
5,12.0,1,Female,21.0,22.0,European/Caucasian-American,European/Caucasian-American,1,0.21649999999999997,8.0,1.0,Law,To meet new people,Twice a month,Several times a week,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,0.0,60.0,0.0,0.0,40.0,0.0,0.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,6.0,10.0,8.0,7.0,6.0,0,0
5,13.0,1,Female,21.0,22.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,0.15239999999999998,8.0,1.0,Law,To meet new people,Twice a month,Several times a week,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,-0.17,19.0,18.0,19.0,18.0,14.0,12.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,6.0,10.0,8.0,7.0,6.0,0,0
5,14.0,1,Female,21.0,23.0,European/Caucasian-American,European/Caucasian-American,1,0.21649999999999997,8.0,1.0,Law,To meet new people,Twice a month,Several times a week,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,0.08,30.0,5.0,15.0,40.0,5.0,5.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,6.0,10.0,8.0,7.0,8.0,1,1
5,15.0,1,Female,21.0,24.0,European/Caucasian-American,Latino/Hispanic American,0,0.20549999999999996,8.0,1.0,Law,To meet new people,Twice a month,Several times a week,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,-0.16,30.0,10.0,20.0,10.0,10.0,20.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,6.0,10.0,8.0,7.0,7.0,0,0
5,16.0,1,Female,21.0,25.0,European/Caucasian-American,European/Caucasian-American,1,0.21649999999999997,8.0,1.0,Law,To meet new people,Twice a month,Several times a week,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,0.06,50.0,0.0,30.0,10.0,0.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,6.0,10.0,8.0,7.0,7.0,1,0
5,17.0,1,Female,21.0,30.0,European/Caucasian-American,European/Caucasian-American,1,0.21649999999999997,8.0,1.0,Law,To meet new people,Twice a month,Several times a week,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,-0.05,35.0,15.0,25.0,10.0,5.0,10.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,6.0,10.0,8.0,7.0,6.0,1,0
5,18.0,1,Female,21.0,27.0,European/Caucasian-American,European/Caucasian-American,1,0.21649999999999997,8.0,1.0,Law,To meet new people,Twice a month,Several times a week,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,0.07,33.33,11.11,11.11,11.11,11.11,22.22,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,6.0,10.0,8.0,7.0,6.0,1,0
5,19.0,1,Female,21.0,28.0,European/Caucasian-American,European/Caucasian-American,1,0.21649999999999997,8.0,1.0,Law,To meet new people,Twice a month,Several times a week,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,-0.13,50.0,0.0,25.0,10.0,0.0,15.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,6.0,10.0,8.0,7.0,9.0,1,1
5,20.0,1,Female,21.0,24.0,European/Caucasian-American,European/Caucasian-American,1,0.21649999999999997,8.0,1.0,Law,To meet new people,Twice a month,Several times a week,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,-0.06,100.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,6.0,10.0,8.0,7.0,10.0,1,0
6,11.0,1,Female,23.0,27.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,0.15239999999999998,1.0,1.0,Law,Seemed like a fun night out,Once a week,Several times a week,10.0,8.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,0.33,35.0,20.0,20.0,20.0,0.0,5.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,8.0,9.0,5.0,4.0,6.0,1,0
6,12.0,1,Female,23.0,22.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,0.15239999999999998,1.0,1.0,Law,Seemed like a fun night out,Once a week,Several times a week,10.0,8.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,0.37,60.0,0.0,0.0,40.0,0.0,0.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,8.0,9.0,5.0,4.0,7.0,1,0
6,13.0,1,Female,23.0,22.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,0.17410000000000003,1.0,1.0,Law,Seemed like a fun night out,Once a week,Several times a week,10.0,8.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,-0.51,19.0,18.0,19.0,18.0,14.0,12.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,8.0,9.0,5.0,4.0,6.0,0,0
6,14.0,1,Female,23.0,23.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,0.15239999999999998,1.0,1.0,Law,Seemed like a fun night out,Once a week,Several times a week,10.0,8.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,0.12,30.0,5.0,15.0,40.0,5.0,5.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,8.0,9.0,5.0,4.0,9.0,1,1
6,15.0,1,Female,23.0,24.0,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,0,0.17100000000000004,1.0,1.0,Law,Seemed like a fun night out,Once a week,Several times a week,10.0,8.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,0.35,30.0,10.0,20.0,10.0,10.0,20.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,8.0,9.0,5.0,4.0,4.0,0,0
6,16.0,1,Female,23.0,25.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,0.15239999999999998,1.0,1.0,Law,Seemed like a fun night out,Once a week,Several times a week,10.0,8.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,0.19,50.0,0.0,30.0,10.0,0.0,10.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,8.0,9.0,5.0,4.0,2.0,0,0
6,17.0,1,Female,23.0,30.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,0.15239999999999998,1.0,1.0,Law,Seemed like a fun night out,Once a week,Several times a week,10.0,8.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,0.47,35.0,15.0,25.0,10.0,5.0,10.0,10.0,25.0,20.0,25.0,5.0,15.0,5.0,7.0,8.0,9.0,5.0,4.0,8.0,1,0
